station_id,weather_at,wd,ws,temp,humidity,pressure,rain,quality_flag,weather_basis
427,2026-09-01 18:30:00,270.0,1.0,21.7,67,,1.0,ok,synthetic_climatology
427,2026-09-01 22:00:00,292.5,1.1,18.4,82,,0.0,ok,synthetic_climatology
427,2026-09-02 07:30:00,67.5,1.0,18.2,72,,0.0,ok,synthetic_climatology
427,2026-09-02 12:30:00,45.0,5.0,26.6,51,,0.0,ok,synthetic_climatology
427,2026-09-02 18:30:00,67.5,2.2,23.5,53,,0.0,ok,synthetic_climatology
427,2026-09-02 22:00:00,45.0,0.9,20.5,67,,0.0,ok,synthetic_climatology
427,2026-09-03 07:30:00,337.5,1.3,20.9,90,,0.0,ok,synthetic_climatology
427,2026-09-03 12:30:00,90.0,3.1,26.3,64,,0.0,ok,synthetic_climatology
427,2026-09-03 18:30:00,270.0,1.7,23.0,75,,0.0,ok,synthetic_climatology
427,2026-09-03 22:00:00,337.5,1.5,21.3,80,,0.0,ok,synthetic_climatology
427,2026-09-04 07:30:00,67.5,2.3,18.2,100,,0.0,ok,synthetic_climatology
427,2026-09-04 12:30:00,292.5,2.6,27.3,61,,0.0,ok,synthetic_climatology
427,2026-09-04 18:30:00,45.0,2.0,22.5,79,,0.0,ok,synthetic_climatology
427,2026-09-04 22:00:00,270.0,0.8,19.5,88,,0.0,ok,synthetic_climatology
427,2026-09-05 07:30:00,337.5,1.1,16.7,82,,0.0,ok,synthetic_climatology
427,2026-09-05 12:30:00,292.5,1.3,24.4,63,,0.0,ok,synthetic_climatology
427,2026-09-05 18:30:00,135.0,1.4,20.8,68,,0.0,ok,synthetic_climatology
427,2026-09-05 22:00:00,67.5,0.6,19.8,79,,0.0,ok,synthetic_climatology
427,2026-09-06 07:30:00,337.5,3.5,17.9,86,,0.0,ok,synthetic_climatology
427,2026-09-06 12:30:00,292.5,2.6,24.0,61,,0.0,ok,synthetic_climatology
427,2026-09-06 18:30:00,45.0,2.7,21.1,66,,0.0,ok,synthetic_climatology
427,2026-09-06 22:00:00,67.5,0.8,17.9,78,,0.0,ok,synthetic_climatology
427,2026-09-07 07:30:00,45.0,1.2,18.1,70,,0.0,ok,synthetic_climatology
427,2026-09-07 12:30:00,225.0,5.6,26.0,50,,0.0,ok,synthetic_climatology
427,2026-09-07 18:30:00,270.0,2.3,22.5,65,,0.0,ok,synthetic_climatology
427,2026-09-07 22:00:00,22.5,0.8,19.7,64,,0.0,ok,synthetic_climatology
427,2026-09-08 07:30:00,292.5,2.1,17.4,69,,0.0,ok,synthetic_climatology
427,2026-09-08 12:30:00,67.5,6.4,25.5,50,,0.0,ok,synthetic_climatology
427,2026-09-08 18:30:00,45.0,1.3,21.8,61,,0.0,ok,synthetic_climatology
427,2026-09-08 22:00:00,292.5,4.2,18.7,69,,0.0,ok,synthetic_climatology
427,2026-09-09 07:30:00,45.0,2.8,19.5,72,,0.0,ok,observed_public_reference
427,2026-09-09 12:30:00,90.0,4.3,24.9,49,,0.0,ok,observed_public_reference
427,2026-09-09 18:30:00,67.5,3.1,22.1,57,,0.0,ok,observed_public_reference
427,2026-09-09 22:00:00,67.5,2.8,18.7,64,,0.0,ok,observed_public_reference
427,2026-09-10 07:30:00,45.0,2.3,16.1,76,,0.0,ok,observed_public_reference
427,2026-09-10 12:30:00,67.5,2.4,21.4,51,,0.0,ok,observed_public_reference
427,2026-09-10 18:30:00,22.5,2.2,20.7,64,,0.0,ok,observed_public_reference
427,2026-09-10 22:00:00,292.5,0.6,16.1,86,,0.0,ok,observed_public_reference
427,2026-09-11 07:30:00,337.5,1.2,15.2,89,,0.0,ok,observed_public_reference
427,2026-09-11 12:30:00,67.5,3.0,23.9,55,,0.0,ok,observed_public_reference
427,2026-09-11 18:30:00,270.0,3.0,23.0,64,,0.0,ok,observed_public_reference
427,2026-09-11 22:00:00,112.5,0.2,18.6,86,,0.0,ok,observed_public_reference
427,2026-09-12 07:30:00,0.0,1.3,17.7,95,,0.0,ok,observed_public_reference
427,2026-09-12 12:30:00,45.0,1.3,23.4,65,,0.0,ok,observed_public_reference
427,2026-09-12 18:30:00,315.0,1.2,21.9,77,,0.0,ok,observed_public_reference
427,2026-09-12 22:00:00,270.0,0.3,20.6,86,,0.0,ok,observed_public_reference
427,2026-09-13 07:30:00,270.0,0.3,18.4,97,,0.0,ok,observed_public_reference
427,2026-09-13 12:30:00,202.5,0.7,23.6,71,,0.0,ok,observed_public_reference
427,2026-09-13 18:30:00,225.0,1.7,22.7,79,,0.0,ok,observed_public_reference
427,2026-09-13 22:00:00,292.5,0.2,20.3,90,,0.0,ok,observed_public_reference
427,2026-09-14 07:30:00,337.5,0.7,19.4,96,,0.0,ok,observed_public_reference
427,2026-09-14 12:30:00,292.5,3.0,25.1,47,,0.0,ok,observed_public_reference
427,2026-09-14 18:30:00,292.5,1.0,24.7,37,,0.0,ok,observed_public_reference
427,2026-09-14 22:00:00,292.5,0.7,18.3,65,,0.0,ok,observed_public_reference
427,2026-09-15 07:30:00,337.5,1.0,15.3,80,,0.0,ok,observed_public_reference
427,2026-09-15 12:30:00,315.0,2.5,25.4,32,,0.0,ok,observed_public_reference
427,2026-09-15 18:30:00,270.0,2.6,22.6,55,,0.0,ok,observed_public_reference
427,2026-09-15 22:00:00,67.5,0.5,17.3,78,,0.0,ok,observed_public_reference
427,2026-09-16 07:30:00,45.0,0.8,15.0,88,,0.0,ok,observed_public_reference
427,2026-09-16 12:30:00,67.5,1.8,26.3,32,,0.0,ok,observed_public_reference
427,2026-09-16 18:30:00,270.0,2.2,22.9,55,,0.0,ok,estimated_from_adjacent_actuals
427,2026-09-16 22:00:00,67.5,1.1,17.6,78,,0.0,ok,estimated_from_adjacent_actuals
