report_id,observer_code,zone_id,observed_at,submitted_at,report_mode,odor,intensity,odor_type,environment,confidence,saw_forecast,memo,record_origin,idempotency_key,window_id
O00445,R04,Z1,2026-06-23 18:34:00,2026-06-23 18:37:19,scheduled,,0,모름,outdoor,low,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00445,W-20260623-1830
O00446,R08,Z2,2026-06-23 18:34:00,2026-06-23 18:35:38,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00446,W-20260623-1830
O00447,R09,Z3,2026-06-23 18:34:00,2026-06-23 18:37:32,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00447,W-20260623-1830
O00448,R11,Z2,2026-06-23 18:34:00,2026-06-23 18:37:21,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00448,W-20260623-1830
O00449,R13,Z3,2026-06-23 21:56:00,2026-06-23 21:58:53,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00449,W-20260623-2200
O00450,R15,Z2,2026-06-23 21:56:00,2026-06-23 21:56:35,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00450,W-20260623-2200
O00451,R01,Z1,2026-06-23 21:57:00,2026-06-23 21:59:24,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00451,W-20260623-2200
O00452,R12,Z2,2026-06-23 21:57:00,2026-06-23 21:58:11,scheduled,1.0,2,모름,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00452,W-20260623-2200
O00453,R20,Z1,2026-06-23 21:57:00,2026-06-23 21:59:54,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00453,W-20260623-2200
O00454,R05,Z2,2026-06-23 21:58:00,2026-06-23 22:01:00,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00454,W-20260623-2200
O00455,R10,Z3,2026-06-23 21:58:00,2026-06-23 22:00:34,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00455,W-20260623-2200
O00456,R18,Z1,2026-06-23 21:58:00,2026-06-23 22:01:15,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00456,W-20260623-2200
O00457,R09,Z3,2026-06-23 21:59:00,2026-06-23 22:00:46,scheduled,1.0,1,축산분뇨,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00457,W-20260623-2200
O00458,R14,Z3,2026-06-23 21:59:00,2026-06-23 21:59:45,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00458,W-20260623-2200
O00459,R16,Z2,2026-06-23 21:59:00,2026-06-23 22:02:02,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00459,W-20260623-2200
O00460,R17,Z1,2026-06-23 21:59:00,2026-06-23 22:00:25,scheduled,1.0,2,모름,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00460,W-20260623-2200
O00461,R04,Z1,2026-06-23 22:00:00,2026-06-23 22:00:38,scheduled,1.0,2,축산분뇨,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00461,W-20260623-2200
O00462,R02,Z3,2026-06-23 22:01:00,2026-06-23 22:03:41,scheduled,1.0,1,모름,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00462,W-20260623-2200
O00463,R11,Z2,2026-06-23 22:01:00,2026-06-23 22:03:12,scheduled,1.0,2,모름,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00463,W-20260623-2200
O00464,R08,Z2,2026-06-23 22:03:00,2026-06-23 22:06:08,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00464,W-20260623-2200
O00465,R03,Z1,2026-06-23 22:04:00,2026-06-23 22:05:33,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00465,W-20260623-2200
O00466,R06,Z1,2026-06-23 22:04:00,2026-06-23 22:06:16,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00466,W-20260623-2200
O00467,R07,Z3,2026-06-23 22:04:00,2026-06-23 22:06:13,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00467,W-20260623-2200
O00468,R19,Z2,2026-06-23 22:04:00,2026-06-23 22:05:07,scheduled,1.0,2,하수,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00468,W-20260623-2200
O00469,R05,Z2,2026-06-24 07:26:00,2026-06-24 07:27:32,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00469,W-20260624-0730
O00470,R02,Z3,2026-06-24 07:27:00,2026-06-24 07:27:52,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00470,W-20260624-0730
O00471,R13,Z3,2026-06-24 07:27:00,2026-06-24 07:28:56,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00471,W-20260624-0730
O00472,R14,Z3,2026-06-24 07:27:00,2026-06-24 07:27:44,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00472,W-20260624-0730
O00473,R01,Z1,2026-06-24 07:29:00,2026-06-24 07:29:55,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00473,W-20260624-0730
O00474,R03,Z1,2026-06-24 07:29:00,2026-06-24 07:29:56,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00474,W-20260624-0730
O00475,R07,Z3,2026-06-24 07:29:00,2026-06-24 07:29:49,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00475,W-20260624-0730
O00476,R08,Z2,2026-06-24 07:29:00,2026-06-24 07:30:27,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00476,W-20260624-0730
O00477,R10,Z3,2026-06-24 07:30:00,2026-06-24 07:33:01,scheduled,,0,모름,outdoor,low,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00477,W-20260624-0730
O00478,R16,Z2,2026-06-24 07:30:00,2026-06-24 07:31:06,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00478,W-20260624-0730
O00479,R17,Z1,2026-06-24 07:30:00,2026-06-24 07:33:39,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00479,W-20260624-0730
O00480,R06,Z1,2026-06-24 07:31:00,2026-06-24 07:31:55,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00480,W-20260624-0730
O00481,R19,Z2,2026-06-24 07:31:00,2026-06-24 07:34:08,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00481,W-20260624-0730
O00482,R09,Z3,2026-06-24 07:32:00,2026-06-24 07:33:56,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00482,W-20260624-0730
O00483,R15,Z2,2026-06-24 07:32:00,2026-06-24 07:35:07,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00483,W-20260624-0730
O00484,R11,Z2,2026-06-24 07:33:00,2026-06-24 07:36:38,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00484,W-20260624-0730
O00485,R12,Z2,2026-06-24 07:33:00,2026-06-24 07:34:52,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00485,W-20260624-0730
O00486,R18,Z1,2026-06-24 07:33:00,2026-06-24 07:35:38,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00486,W-20260624-0730
O00487,R04,Z1,2026-06-24 07:34:00,2026-06-24 07:34:41,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00487,W-20260624-0730
O00488,R20,Z1,2026-06-24 07:34:00,2026-06-24 07:35:06,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00488,W-20260624-0730
O00489,R01,Z1,2026-06-24 12:27:00,2026-06-24 12:28:32,scheduled,1.0,1,모름,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00489,W-20260624-1230
O00490,R11,Z2,2026-06-24 12:27:00,2026-06-24 12:28:35,scheduled,,0,모름,outdoor,low,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00490,W-20260624-1230
O00491,R13,Z3,2026-06-24 12:27:00,2026-06-24 12:28:43,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00491,W-20260624-1230
O00492,R03,Z1,2026-06-24 12:28:00,2026-06-24 12:30:42,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00492,W-20260624-1230
O00493,R05,Z2,2026-06-24 12:28:00,2026-06-24 12:28:53,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00493,W-20260624-1230
O00494,R04,Z1,2026-06-24 12:29:00,2026-06-24 12:32:30,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00494,W-20260624-1230
O00495,R09,Z3,2026-06-24 12:29:00,2026-06-24 12:32:38,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00495,W-20260624-1230
O00496,R06,Z1,2026-06-24 12:30:00,2026-06-24 12:30:43,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00496,W-20260624-1230
O00497,R10,Z3,2026-06-24 12:30:00,2026-06-24 12:32:02,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00497,W-20260624-1230
O00498,R07,Z3,2026-06-24 12:31:00,2026-06-24 12:32:13,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00498,W-20260624-1230
O00499,R14,Z3,2026-06-24 12:31:00,2026-06-24 12:31:43,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00499,W-20260624-1230
O00500,R17,Z1,2026-06-24 12:31:00,2026-06-24 12:33:17,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00500,W-20260624-1230
O00501,R20,Z1,2026-06-24 12:31:00,2026-06-24 12:31:39,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00501,W-20260624-1230
O00502,R08,Z2,2026-06-24 12:32:00,2026-06-24 12:35:03,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00502,W-20260624-1230
O00503,R16,Z2,2026-06-24 12:32:00,2026-06-24 12:33:06,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00503,W-20260624-1230
O00504,R15,Z2,2026-06-24 12:33:00,2026-06-24 12:34:24,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00504,W-20260624-1230
O00505,R02,Z3,2026-06-24 12:34:00,2026-06-24 12:36:05,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00505,W-20260624-1230
O00506,R12,Z2,2026-06-24 12:34:00,2026-06-24 12:34:39,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00506,W-20260624-1230
O00507,R18,Z1,2026-06-24 12:34:00,2026-06-24 12:34:37,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00507,W-20260624-1230
O00508,R16,Z2,2026-06-24 18:26:00,2026-06-24 18:27:57,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00508,W-20260624-1830
O00509,R11,Z2,2026-06-24 18:27:00,2026-06-24 18:29:31,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00509,W-20260624-1830
O00510,R07,Z3,2026-06-24 18:28:00,2026-06-24 18:30:35,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00510,W-20260624-1830
O00511,R10,Z3,2026-06-24 18:28:00,2026-06-24 18:30:28,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00511,W-20260624-1830
O00512,R18,Z1,2026-06-24 18:28:00,2026-06-24 18:30:19,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00512,W-20260624-1830
O00513,R20,Z1,2026-06-24 18:28:00,2026-06-24 18:30:57,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00513,W-20260624-1830
O00514,R05,Z2,2026-06-24 18:29:00,2026-06-24 18:31:56,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00514,W-20260624-1830
O00515,R06,Z1,2026-06-24 18:29:00,2026-06-24 18:29:49,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00515,W-20260624-1830
O00516,R01,Z1,2026-06-24 18:30:00,2026-06-24 18:33:29,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00516,W-20260624-1830
O00517,R15,Z2,2026-06-24 18:30:00,2026-06-24 18:33:26,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00517,W-20260624-1830
O00518,R19,Z2,2026-06-24 18:30:00,2026-06-24 18:32:07,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00518,W-20260624-1830
O00519,R03,Z1,2026-06-24 18:32:00,2026-06-24 18:33:58,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00519,W-20260624-1830
O00520,R04,Z1,2026-06-24 18:32:00,2026-06-24 18:32:54,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00520,W-20260624-1830
O00521,R12,Z2,2026-06-24 18:32:00,2026-06-24 18:33:24,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00521,W-20260624-1830
O00522,R09,Z3,2026-06-24 18:33:00,2026-06-24 18:36:10,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00522,W-20260624-1830
O00523,R02,Z3,2026-06-24 18:34:00,2026-06-24 18:37:06,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00523,W-20260624-1830
O00524,R08,Z2,2026-06-24 18:34:00,2026-06-24 18:36:31,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00524,W-20260624-1830
O00525,R13,Z3,2026-06-24 18:34:00,2026-06-24 18:37:10,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00525,W-20260624-1830
O00526,R17,Z1,2026-06-24 18:34:00,2026-06-24 18:37:06,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00526,W-20260624-1830
O00527,R07,Z3,2026-06-24 21:56:00,2026-06-24 21:59:11,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00527,W-20260624-2200
O00528,R08,Z2,2026-06-24 21:56:00,2026-06-24 21:56:58,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00528,W-20260624-2200
O00529,R10,Z3,2026-06-24 21:56:00,2026-06-24 21:59:28,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00529,W-20260624-2200
O00530,R14,Z3,2026-06-24 21:56:00,2026-06-24 21:58:46,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00530,W-20260624-2200
O00531,R18,Z1,2026-06-24 21:56:00,2026-06-24 21:57:26,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00531,W-20260624-2200
O00532,R20,Z1,2026-06-24 21:57:00,2026-06-24 22:00:13,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00532,W-20260624-2200
O00533,R16,Z2,2026-06-24 21:58:00,2026-06-24 21:59:42,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00533,W-20260624-2200
O00534,R01,Z1,2026-06-24 21:59:00,2026-06-24 22:00:51,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00534,W-20260624-2200
O00535,R13,Z3,2026-06-24 21:59:00,2026-06-24 22:01:37,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00535,W-20260624-2200
O00536,R17,Z1,2026-06-24 21:59:00,2026-06-24 22:00:12,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00536,W-20260624-2200
O00537,R04,Z1,2026-06-24 22:00:00,2026-06-24 22:03:00,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00537,W-20260624-2200
O00538,R12,Z2,2026-06-24 22:01:00,2026-06-24 22:02:17,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00538,W-20260624-2200
O00539,R02,Z3,2026-06-24 22:02:00,2026-06-24 22:03:29,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00539,W-20260624-2200
O00540,R03,Z1,2026-06-24 22:02:00,2026-06-24 22:02:44,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00540,W-20260624-2200
O00541,R05,Z2,2026-06-24 22:02:00,2026-06-24 22:04:05,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00541,W-20260624-2200
O00542,R15,Z2,2026-06-24 22:02:00,2026-06-24 22:03:34,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00542,W-20260624-2200
O00543,R06,Z1,2026-06-24 22:04:00,2026-06-24 22:06:41,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00543,W-20260624-2200
O00544,R09,Z3,2026-06-24 22:04:00,2026-06-24 22:06:00,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00544,W-20260624-2200
O00545,R19,Z2,2026-06-24 22:04:00,2026-06-24 22:06:49,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00545,W-20260624-2200
O00546,R03,Z1,2026-06-25 07:26:00,2026-06-25 07:29:19,scheduled,1.0,1,모름,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00546,W-20260625-0730
O00547,R09,Z3,2026-06-25 07:26:00,2026-06-25 07:27:15,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00547,W-20260625-0730
O00548,R18,Z1,2026-06-25 07:26:00,2026-06-25 07:26:38,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00548,W-20260625-0730
O00549,R19,Z2,2026-06-25 07:26:00,2026-06-25 07:27:41,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00549,W-20260625-0730
O00550,R20,Z1,2026-06-25 07:27:00,2026-06-25 07:30:05,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00550,W-20260625-0730
O00551,R11,Z2,2026-06-25 07:29:00,2026-06-25 07:30:21,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00551,W-20260625-0730
O00552,R13,Z3,2026-06-25 07:29:00,2026-06-25 07:31:58,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00552,W-20260625-0730
O00553,R16,Z2,2026-06-25 07:29:00,2026-06-25 07:32:33,scheduled,,0,모름,outdoor,low,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00553,W-20260625-0730
O00554,R01,Z1,2026-06-25 07:30:00,2026-06-25 07:32:49,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00554,W-20260625-0730
O00555,R08,Z2,2026-06-25 07:30:00,2026-06-25 07:32:11,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00555,W-20260625-0730
O00556,R15,Z2,2026-06-25 07:30:00,2026-06-25 07:32:06,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00556,W-20260625-0730
O00557,R14,Z3,2026-06-25 07:31:00,2026-06-25 07:33:02,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00557,W-20260625-0730
O00558,R02,Z3,2026-06-25 07:32:00,2026-06-25 07:34:32,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00558,W-20260625-0730
O00559,R07,Z3,2026-06-25 07:32:00,2026-06-25 07:32:47,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00559,W-20260625-0730
O00560,R17,Z1,2026-06-25 07:32:00,2026-06-25 07:33:17,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00560,W-20260625-0730
O00561,R05,Z2,2026-06-25 07:33:00,2026-06-25 07:34:11,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00561,W-20260625-0730
O00562,R10,Z3,2026-06-25 07:33:00,2026-06-25 07:35:11,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00562,W-20260625-0730
O00563,R12,Z2,2026-06-25 07:33:00,2026-06-25 07:34:30,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00563,W-20260625-0730
O00564,R04,Z1,2026-06-25 07:34:00,2026-06-25 07:34:51,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00564,W-20260625-0730
O00565,R15,Z2,2026-06-25 12:26:00,2026-06-25 12:28:59,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00565,W-20260625-1230
O00566,R07,Z3,2026-06-25 12:27:00,2026-06-25 12:27:31,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00566,W-20260625-1230
O00567,R12,Z2,2026-06-25 12:27:00,2026-06-25 12:30:23,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00567,W-20260625-1230
O00568,R14,Z3,2026-06-25 12:27:00,2026-06-25 12:29:50,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00568,W-20260625-1230
O00569,R10,Z3,2026-06-25 12:28:00,2026-06-25 12:30:30,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00569,W-20260625-1230
O00570,R13,Z3,2026-06-25 12:28:00,2026-06-25 12:30:02,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00570,W-20260625-1230
O00571,R19,Z2,2026-06-25 12:28:00,2026-06-25 12:29:48,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00571,W-20260625-1230
O00572,R03,Z1,2026-06-25 12:30:00,2026-06-25 12:30:31,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00572,W-20260625-1230
O00573,R04,Z1,2026-06-25 12:30:00,2026-06-25 12:31:10,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00573,W-20260625-1230
O00574,R11,Z2,2026-06-25 12:31:00,2026-06-25 12:32:21,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00574,W-20260625-1230
O00575,R17,Z1,2026-06-25 12:31:00,2026-06-25 12:33:06,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00575,W-20260625-1230
O00576,R05,Z2,2026-06-25 12:32:00,2026-06-25 12:33:46,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00576,W-20260625-1230
O00577,R06,Z1,2026-06-25 12:32:00,2026-06-25 12:34:12,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00577,W-20260625-1230
O00578,R09,Z3,2026-06-25 12:33:00,2026-06-25 12:34:18,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00578,W-20260625-1230
O00579,R16,Z2,2026-06-25 12:33:00,2026-06-25 12:34:10,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00579,W-20260625-1230
O00580,R18,Z1,2026-06-25 12:33:00,2026-06-25 12:34:11,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00580,W-20260625-1230
O00581,R01,Z1,2026-06-25 12:34:00,2026-06-25 12:34:41,scheduled,0.0,0,없음,outdoor,mid,0,제공 시나리오 · 실제 관측 아님,simulated,scenario:O00581,W-20260625-1230
