report_id,observer_code,zone_id,observed_at,submitted_at,report_mode,odor,intensity,odor_type,environment,confidence,saw_forecast,memo
S00230,R16,Z1,2026-09-05 18:21:00,2026-09-05 18:24:00,scheduled,0,0,없음,outdoor,mid,0,
S00231,R17,Z2,2026-09-05 18:31:00,2026-09-05 18:45:00,scheduled,1,1,축산분뇨,outdoor,high,0,
S00232,R19,Z1,2026-09-05 18:26:00,2026-09-05 18:32:00,scheduled,1,3,축산분뇨,outdoor,high,0,
S00233,R20,Z2,2026-09-05 18:33:00,2026-09-05 18:36:00,scheduled,0,0,없음,outdoor,low,0,
S00234,R01,Z1,2026-09-05 21:26:00,2026-09-05 21:39:00,scheduled,1,3,축산분뇨,outdoor,low,0,
S00235,R02,Z2,2026-09-05 21:23:00,2026-09-05 21:23:00,scheduled,1,4,축산분뇨,outdoor,low,0,
S00236,R03,Z3,2026-09-05 21:37:00,2026-09-05 21:47:00,scheduled,1,3,축산분뇨,indoor,mid,1,
S00237,R04,Z1,2026-09-05 21:28:00,2026-09-05 21:39:00,scheduled,1,5,축산분뇨,outdoor,high,1,
S00238,R05,Z2,2026-09-05 21:40:00,2026-09-05 21:43:00,scheduled,1,4,축산분뇨,outdoor,high,0,
S00239,R06,Z3,2026-09-05 21:28:00,2026-09-05 21:28:00,scheduled,0,0,없음,outdoor,high,1,
S00240,R07,Z1,2026-09-05 21:41:00,2026-09-05 21:43:00,scheduled,1,5,축산분뇨,outdoor,mid,1,
S00241,R08,Z2,2026-09-05 21:41:00,2026-09-05 21:48:00,scheduled,1,3,축산분뇨,outdoor,high,1,
S00242,R09,Z3,2026-09-05 21:40:00,2026-09-05 21:53:00,scheduled,1,3,모름,outdoor,high,0,
S00243,R10,Z1,2026-09-05 21:29:00,2026-09-05 21:36:00,scheduled,1,5,축산분뇨,outdoor,high,0,
S00244,R11,Z2,2026-09-05 21:37:00,2026-09-05 21:51:00,scheduled,1,5,축산분뇨,outdoor,high,0,
S00245,R12,Z3,2026-09-05 21:40:00,2026-09-05 21:47:00,scheduled,1,3,축산분뇨,outdoor,high,1,
S00246,R13,Z1,2026-09-05 21:23:00,2026-09-05 21:33:00,scheduled,0,0,없음,outdoor,mid,1,
S00247,R14,Z2,2026-09-05 21:22:00,2026-09-05 21:25:00,scheduled,1,3,축산분뇨,outdoor,mid,1,
S00248,R15,Z3,2026-09-05 21:25:00,2026-09-05 21:32:00,scheduled,1,5,축산분뇨,outdoor,high,0,
S00249,R16,Z1,2026-09-05 21:25:00,2026-09-05 21:29:00,scheduled,0,0,없음,outdoor,mid,0,
S00250,R17,Z2,2026-09-05 21:25:00,2026-09-05 21:30:00,scheduled,1,4,축산분뇨,outdoor,mid,0,
S00251,R18,Z3,2026-09-05 21:29:00,2026-09-05 21:42:00,scheduled,1,3,하수,outdoor,mid,0,
S00252,R19,Z1,2026-09-05 21:19:00,2026-09-05 21:20:00,scheduled,1,5,축산분뇨,outdoor,high,0,
S00253,R20,Z2,2026-09-05 21:18:00,2026-09-05 21:18:00,scheduled,1,2,축산분뇨,outdoor,high,1,
S00254,R01,Z1,2026-09-06 07:32:00,2026-09-06 07:45:00,scheduled,0,0,없음,outdoor,high,0,
S00255,R03,Z3,2026-09-06 07:18:00,2026-09-06 07:19:00,scheduled,1,2,축산분뇨,outdoor,mid,0,
S00256,R05,Z2,2026-09-06 07:31:00,2026-09-06 07:31:00,scheduled,0,0,없음,outdoor,mid,0,
S00257,R06,Z3,2026-09-06 07:33:00,2026-09-06 07:37:00,scheduled,0,0,없음,outdoor,mid,0,
S00258,R08,Z2,2026-09-06 07:22:00,2026-09-06 07:36:00,scheduled,1,2,축산분뇨,outdoor,high,1,
S00259,R09,Z3,2026-09-06 07:28:00,2026-09-06 07:32:00,scheduled,0,0,없음,outdoor,high,0,
S00260,R12,Z3,2026-09-06 07:35:00,2026-09-06 07:40:00,scheduled,1,1,하수,outdoor,high,0,
S00261,R13,Z1,2026-09-06 07:37:00,2026-09-06 07:46:00,scheduled,1,1,축산분뇨,outdoor,low,1,
S00262,R14,Z2,2026-09-06 07:39:00,2026-09-06 07:44:00,scheduled,0,0,없음,outdoor,mid,1,
S00263,R15,Z3,2026-09-06 07:39:00,2026-09-06 07:45:00,scheduled,1,3,기타,outdoor,mid,0,
S00264,R16,Z1,2026-09-06 07:30:00,2026-09-06 07:39:00,scheduled,0,0,없음,outdoor,mid,1,
S00265,R17,Z2,2026-09-06 07:40:00,2026-09-06 07:51:00,scheduled,0,0,없음,outdoor,mid,0,
S00266,R18,Z3,2026-09-06 07:42:00,2026-09-06 07:54:00,scheduled,0,0,없음,outdoor,high,0,
S00267,R19,Z1,2026-09-06 07:31:00,2026-09-06 07:44:00,scheduled,0,0,없음,outdoor,high,0,
S00268,R02,Z2,2026-09-06 12:28:00,2026-09-06 12:35:00,scheduled,0,0,없음,outdoor,high,1,
S00269,R03,Z3,2026-09-06 12:29:00,2026-09-06 12:36:00,scheduled,0,0,없음,outdoor,mid,1,
S00270,R05,Z2,2026-09-06 12:32:00,2026-09-06 12:35:00,scheduled,0,0,없음,outdoor,low,1,
S00271,R06,Z3,2026-09-06 12:42:00,2026-09-06 12:52:00,scheduled,0,0,없음,outdoor,high,1,
S00272,R07,Z1,2026-09-06 12:20:00,2026-09-06 12:22:00,scheduled,0,0,없음,outdoor,high,0,
S00273,R09,Z3,2026-09-06 12:40:00,2026-09-06 12:49:00,scheduled,0,0,없음,outdoor,high,0,
S00274,R10,Z1,2026-09-06 12:41:00,2026-09-06 12:47:00,scheduled,1,1,축산분뇨,outdoor,high,0,
S00275,R11,Z2,2026-09-06 12:29:00,2026-09-06 12:31:00,scheduled,0,0,없음,outdoor,mid,1,
S00276,R12,Z3,2026-09-06 12:37:00,2026-09-06 12:39:00,scheduled,0,0,없음,outdoor,high,0,
S00277,R14,Z2,2026-09-06 12:41:00,2026-09-06 12:45:00,scheduled,0,0,없음,outdoor,high,1,
S00278,R16,Z1,2026-09-06 12:33:00,2026-09-06 12:33:00,scheduled,0,0,없음,outdoor,mid,0,
S00279,R17,Z2,2026-09-06 12:42:00,2026-09-06 12:56:00,scheduled,0,0,없음,outdoor,mid,1,
S00280,R19,Z1,2026-09-06 12:31:00,2026-09-06 12:39:00,scheduled,0,0,없음,outdoor,high,1,
S00281,R20,Z2,2026-09-06 12:24:00,2026-09-06 12:24:00,scheduled,0,0,없음,outdoor,high,1,
S00282,R01,Z1,2026-09-06 18:21:00,2026-09-06 18:27:00,scheduled,0,0,없음,outdoor,low,1,
S00283,R02,Z2,2026-09-06 18:26:00,2026-09-06 18:31:00,scheduled,0,0,없음,outdoor,mid,1,
S00284,R03,Z3,2026-09-06 18:19:00,2026-09-06 18:32:00,scheduled,0,0,없음,outdoor,mid,1,
S00285,R04,Z1,2026-09-06 18:28:00,2026-09-06 18:37:00,scheduled,0,0,없음,outdoor,high,0,
S00286,R05,Z2,2026-09-06 18:28:00,2026-09-06 18:32:00,scheduled,0,0,없음,outdoor,high,1,
S00287,R06,Z3,2026-09-06 18:30:00,2026-09-06 18:41:00,scheduled,0,0,없음,outdoor,high,1,
S00288,R07,Z1,2026-09-06 18:30:00,2026-09-06 18:36:00,scheduled,0,0,없음,outdoor,low,0,
S00289,R08,Z2,2026-09-06 18:38:00,2026-09-06 18:44:00,scheduled,0,0,없음,outdoor,low,1,
S00290,R09,Z3,2026-09-06 18:42:00,2026-09-06 18:48:00,scheduled,0,0,없음,indoor,mid,0,
S00291,R10,Z1,2026-09-06 18:31:00,2026-09-06 18:45:00,scheduled,0,0,없음,outdoor,low,0,
S00292,R11,Z2,2026-09-06 18:42:00,2026-09-06 18:46:00,scheduled,0,0,없음,outdoor,low,1,
S00293,R12,Z3,2026-09-06 18:41:00,2026-09-06 18:50:00,scheduled,0,0,없음,outdoor,mid,1,
S00294,R13,Z1,2026-09-06 18:37:00,2026-09-06 18:43:00,scheduled,0,0,없음,outdoor,high,0,
S00295,R14,Z2,2026-09-06 18:30:00,2026-09-06 18:41:00,scheduled,0,0,없음,outdoor,low,0,
S00296,R15,Z3,2026-09-06 18:32:00,2026-09-06 18:37:00,scheduled,0,0,없음,outdoor,mid,0,
S00297,R16,Z1,2026-09-06 18:19:00,2026-09-06 18:25:00,scheduled,0,0,없음,outdoor,high,0,
S00298,R18,Z3,2026-09-06 18:28:00,2026-09-06 18:28:00,scheduled,0,0,없음,outdoor,low,0,
S00299,R19,Z1,2026-09-06 18:20:00,2026-09-06 18:26:00,scheduled,0,0,없음,outdoor,mid,0,
S00300,R20,Z2,2026-09-06 18:25:00,2026-09-06 18:32:00,scheduled,0,0,없음,outdoor,low,1,
S00301,R01,Z1,2026-09-06 21:21:00,2026-09-06 21:33:00,scheduled,1,3,하수,outdoor,low,0,
S00302,R02,Z2,2026-09-06 21:18:00,2026-09-06 21:30:00,scheduled,1,4,모름,outdoor,mid,0,
S00303,R03,Z3,2026-09-06 21:19:00,2026-09-06 21:32:00,scheduled,1,4,축산분뇨,outdoor,mid,1,
S00304,R04,Z1,2026-09-06 21:31:00,2026-09-06 21:32:00,scheduled,1,4,축산분뇨,outdoor,low,1,
S00305,R06,Z3,2026-09-06 21:37:00,2026-09-06 21:43:00,scheduled,1,3,축산분뇨,outdoor,high,0,
S00306,R07,Z1,2026-09-06 21:36:00,2026-09-06 21:37:00,scheduled,1,3,축산분뇨,outdoor,low,0,
S00307,R08,Z2,2026-09-06 21:26:00,2026-09-06 21:27:00,scheduled,1,2,축산분뇨,indoor,mid,0,
S00308,R09,Z3,2026-09-06 21:29:00,2026-09-06 21:43:00,scheduled,0,0,없음,outdoor,low,0,
S00309,R10,Z1,2026-09-06 21:29:00,2026-09-06 21:34:00,scheduled,0,0,없음,outdoor,mid,1,
S00310,R11,Z2,2026-09-06 21:37:00,2026-09-06 21:37:00,scheduled,1,4,축산분뇨,outdoor,low,1,
S00311,R12,Z3,2026-09-06 21:37:00,2026-09-06 21:44:00,scheduled,1,4,모름,outdoor,mid,0,
S00312,R14,Z2,2026-09-06 21:26:00,2026-09-06 21:40:00,scheduled,1,4,축산분뇨,outdoor,low,0,
S00313,R15,Z3,2026-09-06 21:42:00,2026-09-06 21:44:00,scheduled,1,4,축산분뇨,outdoor,mid,1,
S00314,R17,Z2,2026-09-06 21:34:00,2026-09-06 21:46:00,scheduled,1,3,축산분뇨,outdoor,mid,0,
S00315,R18,Z3,2026-09-06 21:24:00,2026-09-06 21:37:00,scheduled,1,4,모름,outdoor,mid,1,
S00316,R19,Z1,2026-09-06 21:38:00,2026-09-06 21:51:00,scheduled,1,5,하수,outdoor,high,0,
S00317,R20,Z2,2026-09-06 21:26:00,2026-09-06 21:27:00,scheduled,0,0,없음,outdoor,mid,0,
S00318,R01,Z1,2026-09-07 07:42:00,2026-09-07 07:42:00,scheduled,0,0,없음,outdoor,high,1,
S00319,R02,Z2,2026-09-07 07:25:00,2026-09-07 07:31:00,scheduled,0,0,없음,outdoor,mid,0,
S00320,R03,Z3,2026-09-07 07:27:00,2026-09-07 07:27:00,scheduled,0,0,없음,outdoor,mid,0,
S00321,R04,Z1,2026-09-07 07:27:00,2026-09-07 07:36:00,scheduled,0,0,없음,outdoor,mid,1,
S00322,R05,Z2,2026-09-07 07:19:00,2026-09-07 07:23:00,scheduled,0,0,없음,outdoor,high,1,
S00323,R07,Z1,2026-09-07 07:40:00,2026-09-07 07:46:00,scheduled,0,0,없음,outdoor,high,0,
S00324,R08,Z2,2026-09-07 07:28:00,2026-09-07 07:36:00,scheduled,0,0,없음,outdoor,mid,1,
S00325,R09,Z3,2026-09-07 07:38:00,2026-09-07 07:48:00,scheduled,0,0,없음,outdoor,mid,0,
S00326,R11,Z2,2026-09-07 07:18:00,2026-09-07 07:18:00,scheduled,0,0,없음,indoor,mid,1,
S00327,R12,Z3,2026-09-07 07:37:00,2026-09-07 07:37:00,scheduled,0,0,없음,outdoor,mid,1,
S00328,R14,Z2,2026-09-07 07:26:00,2026-09-07 07:29:00,scheduled,0,0,없음,outdoor,low,0,
S00329,R16,Z1,2026-09-07 07:24:00,2026-09-07 07:33:00,scheduled,0,0,없음,outdoor,high,1,
S00330,R19,Z1,2026-09-07 07:20:00,2026-09-07 07:22:00,scheduled,0,0,없음,outdoor,high,1,
S00331,R20,Z2,2026-09-07 07:29:00,2026-09-07 07:41:00,scheduled,0,0,없음,outdoor,mid,1,
S00332,R01,Z1,2026-09-07 12:27:00,2026-09-07 12:32:00,scheduled,0,0,없음,outdoor,high,0,
S00333,R04,Z1,2026-09-07 12:32:00,2026-09-07 12:46:00,scheduled,0,0,없음,outdoor,high,1,
S00334,R06,Z3,2026-09-07 12:19:00,2026-09-07 12:24:00,scheduled,0,0,없음,outdoor,high,1,
S00335,R08,Z2,2026-09-07 12:19:00,2026-09-07 12:25:00,scheduled,0,0,없음,outdoor,low,0,
S00336,R09,Z3,2026-09-07 12:38:00,2026-09-07 12:46:00,scheduled,0,0,없음,indoor,mid,0,
S00337,R10,Z1,2026-09-07 12:40:00,2026-09-07 12:52:00,scheduled,0,0,없음,outdoor,high,1,
S00338,R11,Z2,2026-09-07 12:24:00,2026-09-07 12:32:00,scheduled,0,0,없음,outdoor,high,0,
S00339,R12,Z3,2026-09-07 12:31:00,2026-09-07 12:34:00,scheduled,0,0,없음,outdoor,mid,0,
S00340,R13,Z1,2026-09-07 12:30:00,2026-09-07 12:37:00,scheduled,0,0,없음,outdoor,mid,1,
S00341,R14,Z2,2026-09-07 12:30:00,2026-09-07 12:35:00,scheduled,0,0,없음,outdoor,low,0,
S00342,R15,Z3,2026-09-07 12:39:00,2026-09-07 12:50:00,scheduled,0,0,없음,indoor,mid,1,
S00343,R18,Z3,2026-09-07 12:20:00,2026-09-07 12:26:00,scheduled,0,0,없음,outdoor,mid,1,
S00344,R19,Z1,2026-09-07 12:31:00,2026-09-07 12:40:00,scheduled,1,2,하수,outdoor,mid,0,
S00345,R20,Z2,2026-09-07 12:41:00,2026-09-07 12:44:00,scheduled,0,0,없음,outdoor,high,0,
S00346,R01,Z1,2026-09-07 18:38:00,2026-09-07 18:41:00,scheduled,0,0,없음,outdoor,mid,0,
S00347,R02,Z2,2026-09-07 18:30:00,2026-09-07 18:42:00,scheduled,1,1,축산분뇨,outdoor,mid,1,
S00348,R03,Z3,2026-09-07 18:26:00,2026-09-07 18:32:00,scheduled,0,0,없음,outdoor,mid,0,
S00349,R05,Z2,2026-09-07 18:26:00,2026-09-07 18:35:00,scheduled,0,0,없음,outdoor,mid,0,
S00350,R06,Z3,2026-09-07 18:34:00,2026-09-07 18:48:00,scheduled,0,0,없음,outdoor,mid,0,
S00351,R08,Z2,2026-09-07 18:41:00,2026-09-07 18:48:00,scheduled,0,0,없음,outdoor,high,1,
S00352,R09,Z3,2026-09-07 18:37:00,2026-09-07 18:37:00,scheduled,0,0,없음,outdoor,mid,0,
S00353,R10,Z1,2026-09-07 18:19:00,2026-09-07 18:19:00,scheduled,0,0,없음,indoor,high,0,
S00354,R11,Z2,2026-09-07 18:29:00,2026-09-07 18:29:00,scheduled,0,0,없음,outdoor,high,0,
S00355,R12,Z3,2026-09-07 18:37:00,2026-09-07 18:45:00,scheduled,0,0,없음,outdoor,mid,1,
S00356,R13,Z1,2026-09-07 18:27:00,2026-09-07 18:35:00,scheduled,0,0,없음,outdoor,high,0,
S00357,R15,Z3,2026-09-07 18:25:00,2026-09-07 18:26:00,scheduled,0,0,없음,outdoor,high,0,
S00358,R16,Z1,2026-09-07 18:32:00,2026-09-07 18:38:00,scheduled,0,0,없음,outdoor,mid,1,
S00359,R17,Z2,2026-09-07 18:33:00,2026-09-07 18:40:00,scheduled,1,2,축산분뇨,outdoor,mid,1,
S00360,R18,Z3,2026-09-07 18:25:00,2026-09-07 18:32:00,scheduled,0,0,없음,outdoor,mid,0,
S00361,R01,Z1,2026-09-07 21:42:00,2026-09-07 21:50:00,scheduled,1,2,축산분뇨,indoor,mid,0,
S00362,R02,Z2,2026-09-07 21:39:00,2026-09-07 21:46:00,scheduled,1,5,모름,outdoor,high,0,
S00363,R03,Z3,2026-09-07 21:19:00,2026-09-07 21:29:00,scheduled,1,4,축산분뇨,outdoor,mid,1,
S00364,R05,Z2,2026-09-07 21:41:00,2026-09-07 21:42:00,scheduled,1,5,축산분뇨,outdoor,high,0,
S00365,R06,Z3,2026-09-07 21:41:00,2026-09-07 21:47:00,scheduled,0,0,없음,outdoor,high,0,
S00366,R07,Z1,2026-09-07 21:33:00,2026-09-07 21:33:00,scheduled,1,4,기타,outdoor,mid,0,
S00367,R09,Z3,2026-09-07 21:36:00,2026-09-07 21:43:00,scheduled,1,4,축산분뇨,outdoor,mid,0,
S00368,R10,Z1,2026-09-07 21:20:00,2026-09-07 21:34:00,scheduled,1,4,축산분뇨,outdoor,high,1,
S00369,R11,Z2,2026-09-07 21:18:00,2026-09-07 21:27:00,scheduled,1,4,모름,indoor,high,0,
S00370,R12,Z3,2026-09-07 21:18:00,2026-09-07 21:21:00,scheduled,0,0,없음,outdoor,low,0,
S00371,R13,Z1,2026-09-07 21:18:00,2026-09-07 21:30:00,scheduled,1,4,하수,outdoor,mid,0,
S00372,R14,Z2,2026-09-07 21:26:00,2026-09-07 21:39:00,scheduled,1,4,축산분뇨,indoor,high,1,
S00373,R15,Z3,2026-09-07 21:27:00,2026-09-07 21:41:00,scheduled,1,4,기타,outdoor,high,0,
S00374,R17,Z2,2026-09-07 21:39:00,2026-09-07 21:53:00,scheduled,1,5,축산분뇨,outdoor,mid,0,
S00375,R18,Z3,2026-09-07 21:33:00,2026-09-07 21:35:00,scheduled,1,3,축산분뇨,outdoor,mid,1,
S00376,R20,Z2,2026-09-07 21:20:00,2026-09-07 21:21:00,scheduled,1,2,하수,outdoor,high,1,
S00377,R01,Z1,2026-09-08 07:37:00,2026-09-08 07:46:00,scheduled,0,0,없음,outdoor,high,0,
S00378,R04,Z1,2026-09-08 07:22:00,2026-09-08 07:27:00,scheduled,1,3,모름,outdoor,mid,0,
S00379,R05,Z2,2026-09-08 07:41:00,2026-09-08 07:53:00,scheduled,1,2,축산분뇨,outdoor,mid,0,
S00380,R06,Z3,2026-09-08 07:34:00,2026-09-08 07:36:00,scheduled,0,0,없음,outdoor,mid,0,
S00381,R07,Z1,2026-09-08 07:41:00,2026-09-08 07:55:00,scheduled,0,0,없음,outdoor,high,0,
S00382,R08,Z2,2026-09-08 07:26:00,2026-09-08 07:31:00,scheduled,0,0,없음,outdoor,mid,0,
S00383,R09,Z3,2026-09-08 07:38:00,2026-09-08 07:45:00,scheduled,0,0,없음,outdoor,high,1,
S00384,R10,Z1,2026-09-08 07:26:00,2026-09-08 07:28:00,scheduled,1,2,하수,outdoor,high,1,
S00385,R11,Z2,2026-09-08 07:35:00,2026-09-08 07:42:00,scheduled,0,0,없음,outdoor,high,0,
S00386,R12,Z3,2026-09-08 07:25:00,2026-09-08 07:27:00,scheduled,0,0,없음,outdoor,mid,0,
S00387,R13,Z1,2026-09-08 07:24:00,2026-09-08 07:29:00,scheduled,0,0,없음,outdoor,mid,0,
S00388,R14,Z2,2026-09-08 07:41:00,2026-09-08 07:45:00,scheduled,1,2,축산분뇨,outdoor,mid,1,
S00389,R15,Z3,2026-09-08 07:36:00,2026-09-08 07:49:00,scheduled,1,2,축산분뇨,outdoor,high,0,
S00390,R16,Z1,2026-09-08 07:28:00,2026-09-08 07:29:00,scheduled,0,0,없음,indoor,high,0,
S00391,R17,Z2,2026-09-08 07:37:00,2026-09-08 07:48:00,scheduled,0,0,없음,outdoor,mid,1,
S00392,R18,Z3,2026-09-08 07:21:00,2026-09-08 07:26:00,scheduled,1,4,축산분뇨,outdoor,mid,0,
S00393,R19,Z1,2026-09-08 07:42:00,2026-09-08 07:56:00,scheduled,0,0,없음,outdoor,mid,0,
S00394,R20,Z2,2026-09-08 07:26:00,2026-09-08 07:40:00,scheduled,0,0,없음,outdoor,mid,0,
S00395,R01,Z1,2026-09-08 12:35:00,2026-09-08 12:45:00,scheduled,1,3,축산분뇨,outdoor,mid,0,
S00396,R02,Z2,2026-09-08 12:42:00,2026-09-08 12:45:00,scheduled,0,0,없음,outdoor,mid,0,
S00397,R03,Z3,2026-09-08 12:36:00,2026-09-08 12:41:00,scheduled,0,0,없음,outdoor,mid,0,
S00398,R04,Z1,2026-09-08 12:42:00,2026-09-08 12:53:00,scheduled,0,0,없음,outdoor,low,1,
S00399,R05,Z2,2026-09-08 12:24:00,2026-09-08 12:32:00,scheduled,0,0,없음,outdoor,low,1,
S00400,R07,Z1,2026-09-08 12:34:00,2026-09-08 12:39:00,scheduled,0,0,없음,outdoor,mid,1,
S00401,R08,Z2,2026-09-08 12:24:00,2026-09-08 12:37:00,scheduled,0,0,없음,outdoor,high,0,
S00402,R09,Z3,2026-09-08 12:38:00,2026-09-08 12:41:00,scheduled,0,0,없음,outdoor,low,1,
S00403,R10,Z1,2026-09-08 12:33:00,2026-09-08 12:42:00,scheduled,0,0,없음,outdoor,high,0,
S00404,R12,Z3,2026-09-08 12:40:00,2026-09-08 12:48:00,scheduled,1,1,축산분뇨,outdoor,high,1,
S00405,R13,Z1,2026-09-08 12:32:00,2026-09-08 12:34:00,scheduled,0,0,없음,outdoor,high,1,
S00406,R14,Z2,2026-09-08 12:20:00,2026-09-08 12:24:00,scheduled,1,1,축산분뇨,outdoor,mid,0,
S00407,R15,Z3,2026-09-08 12:30:00,2026-09-08 12:35:00,scheduled,1,1,축산분뇨,outdoor,high,1,
S00408,R16,Z1,2026-09-08 12:18:00,2026-09-08 12:32:00,scheduled,0,0,없음,outdoor,high,1,
S00409,R17,Z2,2026-09-08 12:24:00,2026-09-08 12:25:00,scheduled,0,0,없음,outdoor,mid,1,
S00410,R18,Z3,2026-09-08 12:31:00,2026-09-08 12:42:00,scheduled,0,0,없음,indoor,mid,0,
S00411,R20,Z2,2026-09-08 12:19:00,2026-09-08 12:33:00,scheduled,0,0,없음,indoor,high,1,
S00412,R01,Z1,2026-09-08 18:25:00,2026-09-08 18:29:00,scheduled,0,0,없음,indoor,high,1,
S00413,R03,Z3,2026-09-08 18:28:00,2026-09-08 18:35:00,scheduled,0,0,없음,outdoor,mid,0,
S00414,R04,Z1,2026-09-08 18:26:00,2026-09-08 18:40:00,scheduled,0,0,없음,outdoor,mid,1,
S00415,R07,Z1,2026-09-08 18:29:00,2026-09-08 18:36:00,scheduled,0,0,없음,outdoor,mid,0,
S00416,R08,Z2,2026-09-08 18:32:00,2026-09-08 18:39:00,scheduled,0,0,없음,outdoor,mid,0,
S00417,R10,Z1,2026-09-08 18:18:00,2026-09-08 18:25:00,scheduled,0,0,없음,outdoor,mid,0,
S00418,R11,Z2,2026-09-08 18:31:00,2026-09-08 18:35:00,scheduled,0,0,없음,outdoor,mid,1,
S00419,R12,Z3,2026-09-08 18:24:00,2026-09-08 18:32:00,scheduled,0,0,없음,outdoor,mid,1,
S00420,R13,Z1,2026-09-08 18:42:00,2026-09-08 18:46:00,scheduled,0,0,없음,outdoor,high,0,
S00421,R14,Z2,2026-09-08 18:41:00,2026-09-08 18:45:00,scheduled,0,0,없음,outdoor,high,0,
S00422,R15,Z3,2026-09-08 18:27:00,2026-09-08 18:31:00,scheduled,0,0,없음,outdoor,mid,0,
S00423,R16,Z1,2026-09-08 18:35:00,2026-09-08 18:41:00,scheduled,0,0,없음,indoor,mid,0,
S00424,R17,Z2,2026-09-08 18:39:00,2026-09-08 18:43:00,scheduled,0,0,없음,outdoor,high,1,
S00425,R19,Z1,2026-09-08 18:21:00,2026-09-08 18:21:00,scheduled,0,0,없음,outdoor,low,1,
S00426,R20,Z2,2026-09-08 18:18:00,2026-09-08 18:27:00,scheduled,0,0,없음,outdoor,high,1,
S00427,R01,Z1,2026-09-08 21:24:00,2026-09-08 21:32:00,scheduled,1,3,축산분뇨,outdoor,high,1,
S00428,R02,Z2,2026-09-08 21:41:00,2026-09-08 21:50:00,scheduled,0,0,없음,outdoor,high,0,
S00429,R03,Z3,2026-09-08 21:39:00,2026-09-08 21:49:00,scheduled,0,0,없음,outdoor,mid,0,
S00430,R04,Z1,2026-09-08 21:24:00,2026-09-08 21:27:00,scheduled,0,0,없음,outdoor,high,1,
S00431,R05,Z2,2026-09-08 21:23:00,2026-09-08 21:31:00,scheduled,0,0,없음,outdoor,high,1,
S00432,R06,Z3,2026-09-08 21:24:00,2026-09-08 21:37:00,scheduled,0,0,없음,outdoor,mid,0,
S00433,R08,Z2,2026-09-08 21:27:00,2026-09-08 21:32:00,scheduled,0,0,없음,outdoor,mid,1,
S00434,R10,Z1,2026-09-08 21:40:00,2026-09-08 21:47:00,scheduled,1,3,하수,outdoor,mid,1,
S00435,R11,Z2,2026-09-08 21:27:00,2026-09-08 21:31:00,scheduled,0,0,없음,outdoor,mid,0,
S00436,R12,Z3,2026-09-08 21:18:00,2026-09-08 21:31:00,scheduled,1,3,모름,outdoor,mid,1,
S00437,R13,Z1,2026-09-08 21:21:00,2026-09-08 21:28:00,scheduled,0,0,없음,outdoor,high,0,
S00438,R15,Z3,2026-09-08 21:35:00,2026-09-08 21:40:00,scheduled,0,0,없음,outdoor,mid,0,
S00439,R16,Z1,2026-09-08 21:25:00,2026-09-08 21:27:00,scheduled,1,1,축산분뇨,outdoor,low,1,
S00440,R18,Z3,2026-09-08 21:23:00,2026-09-08 21:24:00,scheduled,0,0,없음,outdoor,high,0,
S00441,R19,Z1,2026-09-08 21:24:00,2026-09-08 21:37:00,scheduled,0,0,없음,outdoor,mid,0,
S00442,R01,Z1,2026-09-09 07:19:00,2026-09-09 07:23:00,scheduled,0,0,없음,outdoor,low,0,
S00443,R02,Z2,2026-09-09 07:21:00,2026-09-09 07:23:00,scheduled,0,0,없음,outdoor,mid,0,
S00444,R03,Z3,2026-09-09 07:24:00,2026-09-09 07:25:00,scheduled,0,0,없음,indoor,mid,0,
S00445,R05,Z2,2026-09-09 07:30:00,2026-09-09 07:44:00,scheduled,0,0,없음,outdoor,high,0,
S00446,R07,Z1,2026-09-09 07:24:00,2026-09-09 07:37:00,scheduled,0,0,없음,outdoor,low,1,
S00447,R08,Z2,2026-09-09 07:40:00,2026-09-09 07:45:00,scheduled,0,0,없음,outdoor,mid,1,
S00448,R09,Z3,2026-09-09 07:37:00,2026-09-09 07:37:00,scheduled,0,0,없음,outdoor,high,0,
S00449,R10,Z1,2026-09-09 07:39:00,2026-09-09 07:52:00,scheduled,1,1,축산분뇨,outdoor,mid,0,
S00450,R11,Z2,2026-09-09 07:31:00,2026-09-09 07:35:00,scheduled,0,0,없음,indoor,mid,0,
S00451,R12,Z3,2026-09-09 07:22:00,2026-09-09 07:29:00,scheduled,0,0,없음,outdoor,mid,0,
S00452,R13,Z1,2026-09-09 07:41:00,2026-09-09 07:53:00,scheduled,0,0,없음,indoor,mid,1,
S00453,R14,Z2,2026-09-09 07:34:00,2026-09-09 07:42:00,scheduled,1,1,축산분뇨,outdoor,low,1,
S00454,R15,Z3,2026-09-09 07:27:00,2026-09-09 07:41:00,scheduled,0,0,없음,outdoor,high,1,
S00455,R18,Z3,2026-09-09 07:33:00,2026-09-09 07:39:00,scheduled,0,0,없음,outdoor,high,1,
S00456,R19,Z1,2026-09-09 07:25:00,2026-09-09 07:39:00,scheduled,1,2,하수,outdoor,mid,0,
S00457,R20,Z2,2026-09-09 07:34:00,2026-09-09 07:42:00,scheduled,1,3,축산분뇨,outdoor,high,0,
S00458,R01,Z1,2026-09-09 12:29:00,2026-09-09 12:31:00,scheduled,0,0,없음,outdoor,mid,0,
S00459,R02,Z2,2026-09-09 12:35:00,2026-09-09 12:37:00,scheduled,0,0,없음,outdoor,high,0,
S00460,R03,Z3,2026-09-09 12:32:00,2026-09-09 12:34:00,scheduled,0,0,없음,outdoor,high,0,
